bes,on,from,to,start,actual_start,end,actual_end,length,in_house,from_lat,from_lng,to_lat,to_lng
1701017,N DAMEN AVE,W RASCHER AVE,W FARRAGUT AVE,2017-10-02,FALSE,2017-12-21,FALSE,1346.373377,FALSE,41.9805783,-87.6795401,41.9769267,-87.6794185
1701108,W AUGUSTA BLVD,N CALIFORNIA AVE,N WESTERN AVE,2017-10-02,FALSE,2017-12-21,FALSE,2777.877354,FALSE,41.8992729,-87.6967777,41.8993723,-87.686993
1701108,N ROCKWELL ST,W DIVISION ST,W AUGUSTA BLVD,2017-10-02,FALSE,2017-12-21,FALSE,1310.120626,FALSE,41.9029563,-87.69194,41.8993195,-87.6918518
1701108,N ROCKWELL ST,W AUGUSTA BLVD,W CHICAGO AVE,2017-10-02,FALSE,2017-12-21,FALSE,1348.545435,FALSE,41.8993195,-87.6918518,41.8956858,-87.6917674
1701118,E 109TH ST,S BENSLEY AVE,S TORRENCE AVE,2017-10-02,FALSE,2017-12-21,FALSE,1002.125151,FALSE,41.6977185,-87.5626794,41.6977438,-87.559527
1701118,S BENSLEY AVE,E 107TH ST,E 109TH ST,2017-10-02,FALSE,2017-12-21,FALSE,1159.200578,FALSE,41.7009432,-87.5632098,41.6977185,-87.5626794
1601152,N CLARK ST,W FULLERTON PKWY,W ARMITAGE AVE,2017-10-09,FALSE,2017-12-28,FALSE,2889.560973,FALSE,41.9255854,-87.6404891,41.9184873,-87.6361058
1601152,W BELDEN AVE,N CLARK ST,N COMMONWEALTH AVE,2017-10-09,FALSE,2017-12-28,FALSE,325.5497557,FALSE,41.9237494,-87.6393669,41.9237799,-87.6380437
1601152,N CLARK ST,W ST JAMES PL,W FULLERTON PKWY,2017-10-09,FALSE,2017-12-28,FALSE,658.9566681,FALSE,41.9278052,-87.6418071,41.9255854,-87.6404891
1701060,N AUSTIN AVE,W BLOOMINGDALE AVE,W NORTH AVE,2017-10-09,FALSE,2017-12-28,FALSE,1328.527099,FALSE,41.9128971,-87.7753284,41.9093118,-87.7751856
1701060,N NARRAGANSETT AVE, OF W CORTLAND ST,W NORTH AVE,2017-10-09,FALSE,2017-12-28,FALSE,1929.003201,FALSE,41.9145875,-87.7851653,41.9091481,-87.7850007
1701060,W NORTH AVE,N NARRAGANSETT AVE,N AUSTIN AVE,2017-10-09,FALSE,2017-12-28,FALSE,2694.361087,FALSE,41.9091481,-87.7850007,41.9093118,-87.7751856
1601091,N LEAVITT ST,W ARGYLE ST,W LAWRENCE ST,2017-10-16,FALSE,2018-01-04,FALSE,1256.471442,FALSE,41.97232,-87.6841539,41.9686839,-87.6840395
1601091,W AINSLIE ST,N OAKLEY AVE,N LEAVITT AVE,2017-10-16,FALSE,2018-01-04,FALSE,600.6925267,FALSE,41.970459,-87.6865317,41.9704915,-87.684091
1601091,N BELL AVE,W ARGYLE ST,W LAWRENCE AVE,2017-10-16,FALSE,2018-01-04,FALSE,1262.236742,FALSE,41.972301,-87.6853755,41.9686579,-87.6852478
1701137,E 103RD ST,S EWING AVE,S AVENUE F,2017-10-16,FALSE,2018-01-04,FALSE,1251.034377,FALSE,41.7081944,-87.5352838,41.7082192,-87.5304442
1701137,S AVENUE F,E 103RD ST,E 104TH ST,2017-10-16,FALSE,2018-01-04,FALSE,607.4998913,FALSE,41.7082192,-87.5304442,41.7063722,-87.5304415
1701137,S AVENUE G,S INDIANAPOLIS AVE,E 103RD ST,2017-10-16,FALSE,2018-01-04,FALSE,392.1774709,FALSE,41.709461,-87.5315705,41.7082098,-87.5316548
1701054,N HUDSON AVE,W ARMITAGE AVE,W MENOMONEE ST,2017-10-23,FALSE,2018-01-01,FALSE,1345.330242,FALSE,41.9182921,-87.6400448,41.9146663,-87.6400432
1701054,W MENOMONEE ST,N CLEVELAND AVE,N SEDGWICK ST,2017-10-23,FALSE,2018-01-01,FALSE,574.257353,FALSE,41.914642,-87.6411377,41.9146829,-87.6387178
1701161,S RACINE AVE,W 51ST ST,W GARFIELD AVE,2017-10-23,FALSE,2018-01-11,FALSE,2709.419458,FALSE,41.8014455,-87.6550681,41.7941705,-87.6548627
1701161,W 52ND ST,S LOOMIS ST,S RACINE AVE,2017-10-23,FALSE,2018-01-11,FALSE,1341.073566,FALSE,41.7995519,-87.659879,41.7996244,-87.6550196
1701173,N SHEFFIELD AVE,W WOLFRAM ST,W LINCOLN AVE,2017-10-23,FALSE,2018-01-11,FALSE,0,FALSE,41.9335321,-87.6538994,41.9290017,-87.6537348
1701173,W WRIGHTWOOD AVE,N SHEFFIELD AVE,N HALSTED ST,2017-10-23,FALSE,2018-01-11,FALSE,1254.184871,FALSE,41.9290017,-87.6537348,41.9290807,-87.6488814
1701173,W WRIGHTWOOD AVE,N RACINE AVE,N LINCOLN AVE,2017-10-23,FALSE,2018-01-11,FALSE,1275.5778,FALSE,41.9289287,-87.658589,41.9290017,-87.6537348
301345,N WESTERN AVE,W FULLERTON AVE,N MILWAUKEE AVE,2017-11-06,FALSE,2018-01-25,FALSE,2918.337786,FALSE,41.9249027,-87.6877031,41.9168644,-87.6874576
301345,W MCLEAN AVE,N WESTERN AVE,N OAKLEY AVE,2017-11-06,FALSE,2018-01-25,FALSE,631.7938624,FALSE,41.9186051,-87.687355,41.9183731,-87.6849868
301345,N WESTERN AVE,170' NORTH OF W ALTGELD ST,W FULLERTON AVE,2017-11-06,FALSE,2018-01-25,FALSE,850.1292722,FALSE,41.9267134,-87.687626,41.9249027,-87.6877031
1601050,W HARRISON ST,S DAMEN AVE,S ASHLAND AVE,2017-11-06,FALSE,2018-01-25,FALSE,2645.407502,FALSE,41.8740438,-87.6765697,41.8741438,-87.6666767
1601124,W 55TH ST,S PULASKI RD,S CENTRAL PARK AVE,2017-11-06,FALSE,2018-01-25,FALSE,2616.442768,FALSE,41.7931949,-87.723218,41.7927388,-87.7622891
1601158,W 31ST ST,S HAYNES CT,S MORGAN ST,2017-11-06,FALSE,2017-12-26,FALSE,1285.081418,FALSE,41.8379214,-87.65566,41.8380043,-87.6511129
1601178,S KEDZIE AVE,W 59TH ST,W 63RD ST,2017-11-06,FALSE,2018-01-25,FALSE,2634.079502,FALSE,41.7862437,-87.7033336,41.7789788,-87.7031286
1701163,E 53RD ST,S DORCHESTER AVE,S LAKE PARK AVE,2017-11-06,FALSE,2018-01-25,FALSE,1068.098448,FALSE,41.7994889,-87.5917812,41.7995452,-87.5873447
1701163,S DORCHESTER AVE,E 53RD ST,E 55TH ST,2017-11-06,FALSE,2018-01-25,FALSE,1454.709323,FALSE,41.7994889,-87.5917812,41.7955065,-87.5916808
1701163,E 53RD ST,S LAKE PARK AVE,S HYDE PARK BLVD,2017-11-06,FALSE,2018-01-25,FALSE,0,FALSE,41.7995452,-87.5873447,41.7996017,-87.5840465
601111,N LAWNDALE AVE,W DIVERSEY AVE,W WRIGHTWOOD AVE,2017-11-20,FALSE,2018-01-09,FALSE,1282.063988,FALSE,41.931889,-87.7196269,41.928215,-87.719532
1401274,N BOSWORTH AVE,W FULLERTON AVE,N CLYBOURN AVE,2017-12-04,FALSE,2018-01-23,FALSE,570.2741085,FALSE,41.9251599,-87.6669911,41.9236803,-87.6672693
1701135,S BRANDON AVE,E 81ST ST,E 82ND ST,2017-12-04,FALSE,2018-02-22,FALSE,679.4120098,FALSE,41.7483455,-87.5467752,41.7465324,-87.5467265
1701135,S SOUTH SHORE DR,300' SOUTH  OF E 79TH ST,E 81ST ST,2017-12-04,FALSE,2018-02-22,FALSE,1009.444813,FALSE,41.7519942,-87.5478878,41.748326,-87.5479907
1701135,E 81ST ST,S COLES ST,S BRANDON AVE,2017-12-04,FALSE,2018-02-22,FALSE,662.4554949,FALSE,41.7483118,-87.5492005,41.7483455,-87.5467752
1701135,E 80TH ST,S COLES AVE,S SOUTH SHORE DR,2017-12-04,FALSE,2018-02-22,FALSE,0,FALSE,41.7501284,-87.549237,41.7501513,-87.5480294
1701135,E 80TH ST,S SOUTH SHORE DR,S BRANDON AVE,2017-12-04,FALSE,2018-02-22,FALSE,336.5221708,FALSE,41.7501513,-87.5480294,41.7501703,-87.546818
1701135,S COLES AVE,E 81ST ST,E 82ND ST,2017-12-04,FALSE,2018-02-22,FALSE,657.7005694,FALSE,41.7483118,-87.5492005,41.7464965,-87.549152
1401145,W SUPERIOR ST,N DEARBORN ST,N RUSH ST,,FALSE,,FALSE,1100.59416,FALSE,41.8956408,-87.6297434,41.8957261,-87.625488
1701001,N WABASH AVE,E DELAWARE PL,E CHESTNUT ST,,FALSE,,FALSE,0,FALSE,41.8991489,-87.6269488,41.8983402,-87.6269217
1701001,W DELAWARE PL,N DEARBORN ST,N STATE ST,,FALSE,,FALSE,382.5348253,FALSE,41.8991076,-87.6298287,41.8991286,-87.6282699
1701001,E DELAWARE PL,N STATE ST,N RUSH ST,,FALSE,,FALSE,382.7145416,FALSE,41.8991286,-87.6282699,41.8991566,-87.6267584
1701001,N WABASH AVE,E PEARSON ST,E CHICAGO AVE,,FALSE,,FALSE,188.7643251,FALSE,41.8975357,-87.6268688,41.8966948,-87.6268613
1701002,E WALTON PL,N MICHIGAN AVE,N LAKE SHORE DR,,FALSE,,FALSE,1308.701641,FALSE,41.8999992,-87.6240775,41.9000772,-87.6192636
1301225,S STEWART AVE,W 31ST ST,W 33RD ST,2017-01-20,TRUE,2017-03-07,TRUE,1290.186772,TRUE,41.8381615,-87.6363641,41.8345314,-87.6358962
1301225,W 31ST ST,S STEWART AVE,S WENTWORTH AVE,2017-01-20,TRUE,2017-03-07,TRUE,1264.275457,TRUE,41.8381615,-87.6363641,41.8382248,-87.6316771
1601169,S CALUMET AVE,E 41ST ST,E 43RD ST,2017-01-20,TRUE,2017-06-09,TRUE,1368.098584,TRUE,41.8202023,-87.6184552,41.8165995,-87.6183518
1601169,S PRAIRIE AVE,E PERSHING RD,E 44TH ST,2017-01-20,TRUE,2017-06-09,TRUE,3248.378316,TRUE,41.8237918,-87.6199801,41.8147551,-87.6197459
1601169,E 42ND ST,S INDIANA AVE,150' EAST OF S CALUMET AVE,2017-01-20,TRUE,2017-06-09,TRUE,0,TRUE,41.818352,-87.6214477,41.8184014,-87.6184021
1601169,E 41ST ST,S STATE ST,S DR MARTIN LUTHER KING JR DR,2017-01-20,TRUE,2017-06-09,TRUE,2511.922405,TRUE,41.8201034,-87.626432,41.8202239,-87.6168883
1601169,S STATE ST,120' SOUTH  OF W PERSHING RD,W 43RD ST,2017-01-20,TRUE,2017-06-09,TRUE,0,TRUE,41.8237127,-87.6264741,41.8164929,-87.6262091
1601169,E 42ND ST,S STATE ST,S WABASH AVE,2017-01-20,TRUE,2017-06-09,TRUE,0,TRUE,41.8182874,-87.6263659,41.8183114,-87.6246959
1701019,N LEAVITT ST,W PALMER ST,W ARMITAGE AVE,2017-01-23,TRUE,2017-04-18,TRUE,1549.60746,TRUE,41.9219111,-87.6826811,41.917664,-87.6825313
1701019,W WEBSTER AVE,N LEAVITT ST,N HOYNE AVE,2017-01-23,TRUE,2017-04-18,TRUE,614.6859662,TRUE,41.9213184,-87.6826453,41.9213595,-87.6802092
1701019,N LEAVITT ST,W ARMITAGE AVE,N MILWAUKEE AVE,2017-01-23,TRUE,2017-04-18,TRUE,1459.101474,TRUE,41.917664,-87.6825313,41.9135831,-87.6824136
1701045,N ROCKWELL ST,W ARMITAGE AVE,W BLOOMINGDALE AVE,2017-01-23,TRUE,2017-02-23,TRUE,1375.869897,TRUE,41.917547,-87.6922876,41.9139685,-87.6922032
1401292,N LOREL AVE,W PALMER ST,W GRAND AVE,2017-02-02,TRUE,2017-02-23,TRUE,915.2988699,TRUE,41.9204073,-87.7597153,41.9176155,-87.7596234
1701021,N MAPLEWOOD AVE,W LOGAN BLVD (SOUTH),W FULLERTON AVE,2017-02-24,TRUE,2017-03-29,TRUE,1226.209404,TRUE,41.9285148,-87.6914259,41.9248776,-87.6915155
1701021,W ALTGELD ST,30' WEST  OF N MAPLEWOOD AVE,40' EAST  OF N MAPLEWOOD AVE,2017-02-24,TRUE,2017-03-29,TRUE,0,TRUE,41.9266899,-87.691369,41.9266899,-87.691369
1601174,N MASSASOIT AVE,W NORTH AVE,W DIVISION ST,2017-02-27,TRUE,2017-04-07,TRUE,2560.692568,TRUE,41.9092652,-87.7695303,41.902083,-87.7692748
1401291,N MENARD AVE,W FULLERTON AVE,W GRAND AVE,2017-03-07,TRUE,2017-04-14,TRUE,1559.262549,TRUE,41.9238572,-87.7708432,41.9196509,-87.7706996
1601134,N AVERS AVE,W CHICAGO AVE,W FERDINAND ST,2017-03-07,TRUE,2017-05-12,TRUE,2005.556264,TRUE,41.8953937,-87.7224051,41.8898967,-87.7222567
1701040,N ROCKWELL ST,W CARMEN AVE,W AINSLIE ST,2017-03-07,TRUE,2017-05-17,TRUE,1203.543705,TRUE,41.9740076,-87.693978,41.9707738,-87.6938817
1701040,W CARMEN AVE,N ROCKWELL ST,N LINCOLN AVE,2017-03-07,TRUE,2017-05-17,TRUE,601.2175846,TRUE,41.9740076,-87.693978,41.9740337,-87.692044
1701040,W ARGYLE ST,N ROCKWELL ST,N LINCOLN AVE,2017-03-07,TRUE,2017-05-17,TRUE,797.3305286,TRUE,41.9722057,-87.6939222,41.971888,-87.6906712
1701040,W AINSLIE ST,N TALMAN AVE,N LINCOLN AVE,2017-03-07,TRUE,2017-05-17,TRUE,1361.741576,TRUE,41.9707621,-87.6950777,41.9708116,-87.6899414
1701066,S CLYDE AVE,E 73RD ST,E 77TH ST,2017-03-07,TRUE,2017-07-16,FALSE,2646.388358,TRUE,41.7625287,-87.5737244,41.7552577,-87.5736257
1701066,S CLYDE AVE,E 77TH ST,E 79TH ST,2017-03-07,TRUE,2017-07-16,FALSE,1309.69848,TRUE,41.7552577,-87.5736257,41.7516253,-87.5735431
1601184,S CHARLES ST,W 95TH ST,W 100TH PL,2017-03-09,TRUE,2017-07-14,FALSE,3739.712864,TRUE,41.7212379,-87.6642829,41.7113174,-87.6605139
1601184,W 100TH PL,S PROSPECT AVE,S MALTA ST,2017-03-09,TRUE,2017-07-14,FALSE,970.4549226,TRUE,41.7112089,-87.6625245,41.711337,-87.6589741
1601122,S HOYNE AVE,W 101ST ST,W 103RD ST,2017-03-16,TRUE,2017-04-25,TRUE,1325.208078,TRUE,41.7101333,-87.6744711,41.7064783,-87.6752159
1701067,S VERNON AVE,E 75TH ST,E 79TH ST,2017-03-23,TRUE,2017-07-18,FALSE,2663.431144,TRUE,41.7584242,-87.6138977,41.7511461,-87.6137112
1701067,E 77TH ST,S DR MARTIN LUTHER KING JR DR,S EBERHART AVE,2017-03-23,TRUE,2017-07-18,FALSE,655.6974114,TRUE,41.7547572,-87.6150445,41.7548037,-87.612594
1701067,E 77TH ST,S ST LAWRENCE AVE,S COTTAGE GROVE AVE,2017-03-23,TRUE,2017-07-18,FALSE,1287.635732,TRUE,41.7548426,-87.610188,41.7549211,-87.6052998
1701067,S RHODES AVE,E 75TH ST,E 79TH ST,2017-03-23,TRUE,2017-07-18,FALSE,2655.249239,TRUE,41.7584714,-87.6114538,41.7511875,-87.6112867
1701067,E 77TH ST,S EBERHART AVE,S ST LAWRENCE AVE,2017-03-23,TRUE,2017-07-18,FALSE,660.9479078,TRUE,41.7548037,-87.612594,41.7548426,-87.610188
1701154,W 46TH ST,S WALLACE ST,300' EAST OF S NORMAL AVE,2017-03-24,TRUE,2017-04-26,TRUE,950.9879751,TRUE,41.810768,-87.6407186,41.8108172,-87.6382858
1701024,N SPAULDING AVE,W ARDMORE AVE,W BRYN MAWR AVE,2017-03-27,TRUE,2017-06-09,TRUE,1311.968866,TRUE,41.9866717,-87.7114432,41.9830438,-87.7112952
1701024,W VICTORIA ST,N SPAULDING AVE,N JERSEY AVE,2017-03-27,TRUE,2017-06-09,TRUE,457.0244254,TRUE,41.9857705,-87.7114028,41.9858675,-87.7096686
1701024,W HOLLYWOOD AVE,N SPAULDING AVE,N JERSEY AVE,2017-03-27,TRUE,2017-06-09,TRUE,523.1863617,TRUE,41.984852,-87.7113651,41.9849665,-87.7093876
1701024,W OLIVE AVE,N SPAULDING AVE,N JERSEY AVE,2017-03-27,TRUE,2017-06-09,TRUE,589.1736576,TRUE,41.9839477,-87.7113362,41.9840629,-87.7091312
1701076,S CARPENTER ST,W 77TH ST,W 79TH ST,2017-03-28,TRUE,2017-06-29,TRUE,1334.186663,TRUE,41.7541829,-87.6502067,41.7505344,-87.6501055
1701076,W 77TH ST,S ABERDEEN ST,S HALSTED ST,2017-03-28,TRUE,2017-06-29,TRUE,1962.099133,TRUE,41.7541618,-87.6514115,41.7542754,-87.644135
1401197,N SAWYER AVE,N MILWAUKEE AVE,W WRIGHTWOOD AVE,2017-03-31,TRUE,2017-05-26,TRUE,706.563556,TRUE,41.9302314,-87.7093023,41.9283531,-87.7093957
1401197,W WRIGHTWOOD AVE,N KIMBALL AVE,N SAWYER AVE,2017-03-31,TRUE,2017-05-26,TRUE,769.1032645,TRUE,41.92832,-87.7121865,41.9283531,-87.7093957
1401197,N SPAULDING AVE,N MILWAUKEE AVE,W WRIGHTWOOD AVE,2017-03-31,TRUE,2017-05-26,TRUE,999.8924898,TRUE,41.93099,-87.710521,41.9283351,-87.7108534
1501271,N NEWLAND AVE,W GRAND AVE,W PALMER ST,2017-04-10,TRUE,2017-06-02,TRUE,1283.43558,TRUE,41.9235581,-87.7988931,41.9199183,-87.7989114
1501271,W PALMER ST,N SAYRE AVE,N NEWLAND AVE,2017-04-10,TRUE,2017-06-02,TRUE,535.8654638,TRUE,41.9199082,-87.8006196,41.9199183,-87.7989114
1701008,N NAGLE AVE,W ADDISON ST,W BELMONT AVE,2017-04-10,TRUE,2017-05-26,TRUE,2675.306953,TRUE,41.9456421,-87.7875494,41.9382947,-87.7872636
1701152,S CALUMET AVE,E 37TH ST,E 38TH ST,2017-04-11,TRUE,2017-05-12,TRUE,663.8940207,TRUE,41.8274458,-87.6183264,41.8256238,-87.6180029
1701152,E 38TH ST,S GILES AVE,S DR MARTIN LUTHER KING DR,2017-04-11,TRUE,2017-05-12,TRUE,485.938266,TRUE,41.8256249,-87.6192137,41.8256499,-87.6170331
1201020,N WASHTENAW AVE,300' NORTH OF W SCHUBERT AVE,W LOGAN BLVD,2017-04-14,TRUE,2017-05-10,TRUE,814.1650523,TRUE,41.9302865,-87.6951637,41.9284795,-87.695096
1201020,N TALMAN AVE,W SCHUBERT AVE,W LOGAN BLVD (NORTH),2017-04-14,TRUE,2017-05-10,TRUE,554.6707059,TRUE,41.9302896,-87.6939181,41.9284894,-87.6938742
1401065,S CALUMET AVE,E PERSHING RD,E 41ST ST,2017-04-14,TRUE,2017-05-18,TRUE,1281.799945,TRUE,41.823815,-87.6182066,41.8202023,-87.6184552
1701086,W 67TH PL,S HAMLIN AVE,S CENTRAL PARK AVE,2017-04-17,TRUE,2017-07-14,FALSE,1263.999008,TRUE,41.770528,-87.7176435,41.7715206,-87.7125394
1701086,S HAMLIN AVE,W MARQUETTE RD,W 68TH PL,2017-04-17,TRUE,2017-07-14,FALSE,970.9706725,TRUE,41.7714478,-87.71767,41.768708,-87.7176007
1701121,E 93RD ST,S LYON AVE,S COTTAGE GROVE AVE,2017-04-18,TRUE,2017-05-24,TRUE,897.6099512,TRUE,41.7256379,-87.6082262,41.725696,-87.6046362
1701167,S PRAIRIE AVE,E 37TH ST,E PERSHING RD,2017-04-24,TRUE,2017-07-31,FALSE,1284.938745,TRUE,41.8274091,-87.6204622,41.8237918,-87.6199801
1701167,W 38TH ST,S INDIANA AVE,S PRAIRIE AVE,2017-04-24,TRUE,2017-07-31,FALSE,268.3897195,TRUE,41.8255735,-87.6216348,41.8255127,-87.6204214
1501258,W 103RD ST,S RACINE AVE,S HALSTED ST,2017-04-26,TRUE,2017-07-18,FALSE,2638.35193,TRUE,41.7068382,-87.6525522,41.7069195,-87.6428975
1701097,S KOLIN AVE,W ROOSEVELT RD,W 16TH ST,2017-04-26,TRUE,2017-06-16,TRUE,2613.215876,TRUE,41.8660472,-87.7337351,41.8587521,-87.7334957
1701097,W 14TH ST,S KILBOURN AVE,S KOLIN AVE,2017-04-26,TRUE,2017-06-16,TRUE,997.279425,TRUE,41.8623452,-87.7372981,41.8623968,-87.7336269
1701015,N WHIPPLE ST,W IRVING PARK RD,W ADDISON AVE,2017-05-08,TRUE,2017-09-24,FALSE,2569.031934,TRUE,41.9538992,-87.7043482,41.9466558,-87.7041389
1701018,N TALMAN AVE,W LOGAN BLVD (SOUTH),W FULLERTON AVE,2017-05-08,TRUE,2017-06-12,TRUE,1237.597201,TRUE,41.9284894,-87.6938742,41.9248189,-87.6937719
1701018,W ALTGELD ST,N WASHTENAW AVE,N TALMAN AVE,2017-05-08,TRUE,2017-06-12,TRUE,316.862154,TRUE,41.9266461,-87.6950249,41.9266583,-87.6938084
1701056,N FRANCISCO AVE,W LOGAN BLVD,W FULLERTON AVE,2017-05-11,TRUE,2017-06-09,TRUE,1414.808936,TRUE,41.9284394,-87.6999711,41.9247423,-87.6998568
601191,E 36TH ST,S WABASH AVE,S INDIANA AVE,2017-05-18,TRUE,2017-06-28,TRUE,799.9583019,TRUE,41.829599,-87.624656,41.8296086,-87.6217296
601191,S MICHIGAN AVE,E 35TH ST,E 37TH ST,2017-05-18,TRUE,2017-06-28,TRUE,1206.647136,TRUE,41.8310445,-87.6232472,41.8273939,-87.6231645
601191,S MICHIGAN AVE,E 37TH ST,E 39TH ST,2017-05-18,TRUE,2017-06-28,TRUE,1264.432885,TRUE,41.8273939,-87.6231645,41.8237641,-87.6318598
1701133,S CREGIER AVE,E 83RD ST,E 85TH ST,2017-05-19,TRUE,2017-10-03,FALSE,1327.711956,TRUE,41.7442568,-87.5807058,41.7406148,-87.5806448
1701133,E 83RD PL,S STONY ISLAND AVE,S CREGIER AVE,2017-05-19,TRUE,2017-10-03,FALSE,1226.573537,TRUE,41.743277,-87.5857827,41.7433465,-87.5806922
1701133,E 84TH ST,S STONY ISLAND AVE,S CREGIER AVE,2017-05-19,TRUE,2017-10-03,FALSE,1226.06864,TRUE,41.7423664,-87.5853345,41.742435,-87.5806844
1401113,N PARKSIDE AVE,W HIRSCH ST,W DIVISION ST,2017-05-22,TRUE,2017-07-28,FALSE,1353.790664,TRUE,41.905732,-87.7669915,41.902123,-87.7668382
1701169,S HONORE ST,W 71ST ST,W 74TH ST,2017-05-22,TRUE,2017-08-07,FALSE,1966.311638,TRUE,41.7648459,-87.6698844,41.7593758,-87.6697482
1701037,W GRACE ST,N CENTRAL PARK AVE,N ST LOUIS AVE,2017-05-25,TRUE,2017-08-11,FALSE,667.5525143,TRUE,41.9501428,-87.7176982,41.9501918,-87.715266
1701037,N DRAKE AVE,N GRACE ST,W ADDISON ST,2017-05-25,TRUE,2017-08-11,FALSE,1327.439914,TRUE,41.9501632,-87.716472,41.9465227,-87.7163797
1701037,N DRAKE AVE,N ELSTON AVE,W GRACE ST,2017-05-25,TRUE,2017-08-11,FALSE,603.1219478,TRUE,41.9518966,-87.7165364,41.9501632,-87.716472
1701037,W GRACE ST,N ST LOUIS AVE,N ELSTON AVE,2017-05-25,TRUE,2017-08-11,FALSE,0,TRUE,41.9501918,-87.715266,41.9501886,-87.7140414
1601155,W CORTEZ ST,N LAVERGNE AVE,N LAMON AVE,2017-05-30,TRUE,2017-07-24,FALSE,668.1828854,TRUE,41.8995531,-87.7507953,41.8995708,-87.748361
1601155,N LAVERGNE AVE,W THOMAS AVE,W SUPERIOR ST,2017-05-30,TRUE,2017-07-24,FALSE,2322.605767,TRUE,41.9004626,-87.7508265,41.8940209,-87.7506623
1701044,N HUMBOLDT BLVD,WABANSIA AVE,NORTH AVE,2017-05-30,TRUE,2017-06-30,TRUE,717.7836069,TRUE,41.9121432,-87.7019126,41.9102338,-87.7021987
1701044,W WABANSIA AVE,N HUMBOLDT BLVD,N CALIFORNIA AVE,2017-05-30,TRUE,2017-06-30,TRUE,1213.873564,TRUE,41.9121432,-87.7019126,41.9120358,-87.6970241
1701058,N KOSTNER AVE,W ADDISON ST,300' NORTH OF W ROSCOE ST,2017-06-05,TRUE,2017-08-01,FALSE,1129.79148,TRUE,41.9462416,-87.7371997,41.942604,-87.7373099
1701168,W 32ND PL,S ASHLAND AVE,195' EAST OF S ASHLAND AVE,2017-06-09,TRUE,2017-07-30,FALSE,171.1903861,TRUE,41.8347424,-87.6657414,41.8347424,-87.6657414
1701168,W 32ND ST,S PAULINA ST,S ASHLAND AVE,2017-06-09,TRUE,2017-07-30,FALSE,599.716226,TRUE,41.8355212,-87.668072,41.8355523,-87.6656101
1701168,W 32ND PL,S PAULINA ST,S ASHLAND AVE,2017-06-09,TRUE,2017-07-30,FALSE,593.54228,TRUE,41.8347217,-87.6680463,41.8347424,-87.6657414
1701057,N WHIPPLE ST,W DIVERSEY AVE,W LOGAN BLVD N,2017-06-12,TRUE,2017-07-14,FALSE,1161.09854,TRUE,41.9320623,-87.7037368,41.9284086,-87.7036488
1301177,N DRAKE AVE,W DIVERSEY AVE,W WRIGHTWOOD AVE,2017-06-13,TRUE,2017-07-31,FALSE,1341.244066,TRUE,41.9319355,-87.7159559,41.9282722,-87.7158544
1701033,N OAKLEY AVE,W GRACE ST,W ADDISON ST,2017-06-13,TRUE,2017-07-30,FALSE,1305.525399,TRUE,41.9504058,-87.6859276,41.9467591,-87.6858235
1701109,S PULASKI RD,W ROOSEVELT RD,W 18TH ST,2017-06-22,TRUE,2017-08-06,FALSE,3256.189882,TRUE,41.8661652,-87.7251651,41.8570426,-87.7248956
1701113,N LONG AVE,W WEST END AVE,W MADISON ST,2017-06-23,TRUE,2017-08-29,FALSE,1423.191231,TRUE,41.8839872,-87.7602379,41.8803052,-87.7601097
1701113,W WEST END AVE,N CENTRAL AVE,N LONG AVE,2017-06-23,TRUE,2017-08-29,FALSE,1328.289098,TRUE,41.8842237,-87.7650027,41.8839872,-87.7602379
1701077,S ROCKWELL ST,W 71ST ST,W 75TH ST,2017-06-27,TRUE,2017-09-05,FALSE,2574.399589,TRUE,41.7646164,-87.6881349,41.7581402,-87.629063
1401300,N LAWNDALE AVE,W BELMONT AVE,N MILWAUKEE AVE,2017-06-28,TRUE,2017-08-28,FALSE,901.0866316,TRUE,41.9391789,-87.7198481,41.9367626,-87.7199679
1401300,N RIDGEWAY AVE,W BELMONT AVE,N MILWAUKEE AVE,2017-06-28,TRUE,2017-08-28,FALSE,712.8201997,TRUE,41.9391732,-87.7210732,41.9360187,-87.7188009
1701160,W 34TH ST,S ARCHER AVE,S ASHLAND AVE,2017-06-29,TRUE,2017-08-14,FALSE,2268.49204,TRUE,41.8326824,-87.6738892,41.8323347,-87.6656684
1701160,S MARSHFIELD AVE,W 34TH ST,W 35TH ST,2017-06-29,TRUE,2017-08-14,FALSE,627.6061033,TRUE,41.8323186,-87.6667712,41.8304895,-87.6667191
1701146,N SPAULDING AVE,W MONTROSE AVE,W BERTEAU AVE,2017-07-11,TRUE,2017-08-30,FALSE,1340.222644,TRUE,41.9611665,-87.7106786,41.9575367,-87.7105817
1701146,W PENSACOLA AVE,N KIMBALL AVE,N SPAULDING AVE,2017-07-11,TRUE,2017-08-30,FALSE,617.5002955,TRUE,41.9602272,-87.7130908,41.9602528,-87.7106727
1501369,S MICHIGAN AVE,E CERMAK RD,E 24TH PL,2017-07-12,FALSE,2017-09-08,FALSE,1645.818559,TRUE,41.8527944,-87.6238013,41.8484115,-87.6236937
1701027,N CLAREMONT AVE,W ARGYLE ST,W LAWRENCE AVE,2017-07-12,TRUE,2017-08-14,FALSE,1279.172708,TRUE,41.9722656,-87.6877871,41.9686244,-87.6876797
1701091,W CARROLL AVE,KOSTNER AVE,KEELER AVE,2017-07-12,TRUE,2017-09-20,FALSE,1337.881002,TRUE,41.8868699,-87.73567,41.88694,-87.7307413
